nb,X1,X2,X3,X4,X5,X6,X7,X8,X9,X10,X11,X12,X13,X14,X15,X16,X17,X18,X19,X20,X21,X22,X23,X24,X25,X26,X27,X28,X29,X30,X31,X32,X33,X34,X35,X36,X37,X38,X39,X40,X41,X42,X43,X44,X45,X46,X47,X48,X49,X50,X51,X52,X53,X54,X55,X56,X57,X58,X59,X60,X61,X62,X63,X64,Y1,Y2,Y3,Y4,Y5,Y6,Y7,Y8,Y9,Y10,Y11,Y12,Y13,Y14,Y15,Y16,Y17,Y18,Y19,Y20,Y21,Y22,Y23,Y24,Y25,Y26,Y27,Y28,Y29,Y30,Y31,Y32,Y33,Y34,Y35,Y36,Y37,Y38,Y39,Y40,Y41,Y42,Y43,Y44,Y45,Y46,Y47,Y48,Y49,Y50,Y51,Y52,Y53,Y54,Y55,Y56,Y57,Y58,Y59,Y60,Y61,Y62,Y63,Y64,Z1,Z2,Z3,Z4,Z5,Z6,Z7,Z8,Z9,Z10,Z11,Z12,Z13,Z14,Z15,Z16,Z17,Z18,Z19,Z20,Z21,Z22,Z23,Z24,Z25,Z26,Z27,Z28,Z29,Z30,Z31,Z32,Z33,Z34,Z35,Z36,Z37,Z38,Z39,Z40,Z41,Z42,Z43,Z44,Z45,Z46,Z47,Z48,Z49,Z50,Z51,Z52,Z53,Z54,Z55,Z56,Z57,Z58,Z59,Z60,Z61,Z62,Z63,Z64,ClassNum
17,485.98,486,483.88,478.61,468.42,453.91,440.57,432.16,428.56,427.31,427.79,427.96,437.13,448.02,469.67,500.56,538.35,577.94,621.35,671.25,724.45,777.74,824.17,872.1,914.41,952.02,981.67,1004.25,1018.08,1023,1023,1015.21,1015.21,1015.21,1015.21,912.91,810.61,708.31,606.01,503.71,401.41,306.9,204.6,102.3,0,0,0,0,0,0,0,3.63,52.23,154.53,256.83,359.13,461.43,563.73,666.03,768.33,863.78,962.14,1007.74,997.85,693.1,691.67,681.78,672.04,658.88,648.94,641.87,636.68,630.88,623.27,613.88,604.98,621.79,640.3,658.83,676.89,698.99,728.44,760.21,794.32,837.03,880.36,906.64,930.79,958.29,982.81,1000.5,1009.41,1016.56,1023,1023,1023,1023,1023,1023,1023,1023,962.88,860.58,860.58,860.58,783.03,680.73,578.43,476.13,373.83,271.53,242.86,299.41,247.43,223.76,301.31,403.61,505.91,608.21,710.51,812.81,901.59,947.35,999.32,1023,1023,1023,1023,36.99,36.66,35.29,31.99,28.17,24.63,21.5,18.83,18.68,18.16,18.63,20.26,24,27.82,31.02,35.19,42.41,46.23,44.86,41.56,40.11,40.79,38.11,33.79,30.6,26.42,18.88,13.56,11.66,49.85,149.48,246.33,345.09,447.39,549.69,651.99,754.29,856.59,958.89,1023,1023,1023,961.24,858.94,756.64,654.34,552.04,465.64,423.04,419.27,419.27,419.27,481.03,583.33,685.63,787.93,889.56,949.4,943.78,882.49,808.41,733.96,654.54,570.09,0
18,465,456.06,444.57,431.68,420.77,413.25,406.21,390.22,373.16,364.85,367.67,380.83,399.49,427.54,456.28,483.88,514.2,556.21,604.41,660.08,718.15,768.38,815.58,854.64,891.26,926.02,957.62,986.41,1010.97,1022.4,1023,1023,1023,920.7,818.4,716.1,613.8,511.5,409.2,306.9,204.6,102.3,0,0,0,0,0,0,0,13.39,50.33,111.92,189.54,282.63,384.68,486.98,584.23,660.68,729.89,789.58,824.45,830.82,821.13,801.3,680.11,675.12,669.07,663.88,659.68,654.84,647.99,631.13,620.82,621.44,621.59,660.38,700.44,735.03,750.72,754.54,750.89,756.81,769.22,786.63,809.76,809.76,809.76,813.18,834.78,868.15,911.61,955.39,987.54,1009.54,1010.96,1010.96,1010.96,1010.96,1010.96,1010.96,908.66,806.36,754.66,741.3,651.04,548.74,446.44,344.14,241.84,149.85,201.33,287.94,339.64,353.01,455.31,557.61,659.91,762.21,864.51,956.49,1007.32,1023,1023,1023,1006.32,1005.59,1005.59,1005.59,34.92,32.92,29.87,26.32,23.98,21.38,17.41,13.46,12.36,17.06,37.99,61.74,86.34,108.62,127.25,145.33,165.79,188.67,208.75,220.36,209.3,196.28,183.37,175.18,181.77,207.2,257.25,336.67,416.72,500.14,589.77,680.14,770.05,857.89,933.79,991.21,1023,1023,1023,1012.59,958.31,865.25,762.95,660.65,558.35,456.05,366.94,297.93,247.78,222.61,252.43,326.61,411.12,496.84,576.04,646.92,693.92,705.96,684.91,634.9,565.1,487.77,409.9,329.48,0
19,468.45,466.92,461.43,458.11,467.97,489.15,526.31,574.29,632.36,688.63,742.78,798.1,857.44,914.46,959.62,993.91,1013.44,1023,1023,1023,968.31,866.01,763.71,661.41,559.11,456.81,354.51,252.21,149.91,47.61,0,0,0,0,0,0,18.41,60.54,116.44,187.27,278.93,381.23,483.53,585.83,688.13,790.43,874.32,933.42,970.7,989.24,991.71,988.61,983.79,975.87,964.84,950.25,931.82,908.64,888.91,870.58,844.88,813.01,781.86,752.22,639.35,620.47,598.57,576.96,561.6,575.36,614.22,654.21,692.2,733.53,778.66,831.16,887.78,946.33,999.77,1023,1023,1023,1023,1023,1023,993.45,905.66,905.66,905.66,905.66,838.01,735.71,633.41,531.11,428.81,356.05,341.54,264.12,203.8,154.7,183.25,285.55,387.85,490.15,592.45,694.75,797.05,874.47,934.79,983.89,1023,1023,1023,1023,1023,1017.51,1015.56,1015.56,1015.56,1011.29,1000.57,983.44,963.21,943.98,928.59,920.85,905.51,881.76,14.74,11.39,8.44,6.17,4.37,2.42,1.57,0.42,0,0,6.72,26,70.03,151.8,254.1,356.4,458.7,561,663.3,765.6,861.18,944.2,1002.47,1023,1023,1023,1017.53,975.97,906.46,817.28,714.98,612.68,510.38,422.19,360.87,329.15,311.17,341.32,410.82,500.01,602.31,701.16,784.08,841.43,859.88,840.33,803.07,739.58,660.15,572.99,480.78,386.4,303.48,232.02,172.58,121.56,79.97,52.87,35.24,27.65,23.58,23.65,27.37,29.4,0
20,488.7,483.76,472.82,459.98,447.37,436.05,430.76,429.06,428.56,424.46,423.39,437.88,461.23,489.87,531.96,586.18,644.9,699.92,753.69,811.09,866.58,910.06,950.57,988.26,1012.31,1023,1023,1023,1023,929.54,827.24,724.94,622.64,520.34,418.04,315.74,213.44,111.14,8.84,0,0,0,0,0,0,0,16.39,78.2,178.33,280.63,382.93,485.23,587.53,689.83,779.24,865.83,945.93,986.41,988.59,988.14,982.07,971.3,956.62,936.51,679.06,669.22,661.83,650.56,642.27,638.58,636.75,633.03,624.59,614.57,615.85,619.34,632.86,666.45,696.94,712.65,724.32,755.81,798.79,843.8,880.84,920.82,948.45,959.24,970.6,992.28,1016.61,1023,1023,1023,1023,990.36,888.06,788.18,746.87,746.87,671.97,569.67,467.37,365.07,262.77,194.96,272.21,356.18,381.03,381.03,455.93,558.23,660.53,762.83,865.13,965.58,990.63,1006.54,1023,1023,1023,1023,1023,1023,1023,1018.2,1010.44,1008.34,33.62,30.87,27.35,23.93,20.16,19.88,20.18,18.83,15.63,11.96,10.86,9.99,10.49,18.96,27.12,28.2,26.5,26.05,28.4,36.86,50,70.63,104.82,196.18,290.32,388.77,489.17,590.15,690.1,783.93,871.47,952.92,1020.53,1023,1023,996.9,925.85,823.55,721.25,618.95,516.65,419.71,366.47,347.64,347.64,373.73,444.79,547.09,649.39,751.69,853.99,938.48,947.4,906.71,838.48,760.81,676.96,588.47,498.79,408.63,317.27,239.17,195.66,168.11,0
21,511.15,510.11,508.26,502.26,493.22,481.68,472.67,469.44,470.62,472.52,479.14,488.15,502.69,532.53,571.47,633.61,693.45,747.57,797.55,847,892.13,935.94,974.88,1001.95,1023,1023,1023,959.97,857.67,755.37,653.07,550.77,448.47,346.17,243.87,141.57,39.27,0,0,0,0,0,0,0,18.16,83.7,173.16,253.63,347.36,449.66,551.96,654.26,726.22,784.91,845.95,873.05,876.85,880.67,869.43,851.25,833.46,810.71,816.48,837.33,678.44,675.06,667.8,656.58,646.92,635.05,626.69,618.55,601.81,580.71,563.22,550.44,540.9,548.29,580.63,626.19,667.95,710.13,761.21,816.85,870.27,920.97,972.45,1010.91,1023,1023,1023,1023,1023,1023,980.92,878.62,776.32,734.16,680.23,577.93,475.63,373.33,271.03,168.73,109.54,144.41,232.97,275.13,329.05,431.35,533.65,635.95,738.25,840.55,941.83,1009.26,1023,1023,1023,1019.75,1015.41,1015.41,1015.41,1008.76,989.33,975.22,968.65,957.11,30.52,29.55,27,24.03,20.95,17.51,14.56,11.11,7.92,4.45,2.3,0.65,3.87,17.96,40.66,70.81,100.28,131.05,166.49,213.14,273.68,373.71,472.39,560.6,640.2,712.35,785.18,856.71,923.57,979.22,1020.73,1023,1023,1023,1002.87,959.39,899.95,823.42,735.51,645.94,565.92,504.53,463.32,445.54,458.53,492.49,537.15,602.36,669.22,718.57,734.81,724.52,678.99,598.89,503.73,410.95,323.43,232.45,151.2,89.11,50.6,19.98,4.42,0,0
22,492.4,491.8,492.37,491.67,489.25,483.98,476.91,466.42,455.03,446.32,442.27,439.7,440.87,446.17,449.99,464.6,489.3,528.41,586.48,648.32,705.94,762.31,814.48,863.16,914.58,957.82,987.76,952.95,959.02,959.02,959.02,856.72,754.42,652.12,549.82,447.52,350.31,306.9,204.6,102.3,0,0,0,0,0,0,0,25,66.21,110.52,164.24,245.79,334.23,436.08,538.38,640.68,742.98,820.28,874.2,916.81,945.4,943.46,931.52,905.99,678.31,678.26,677.44,674.34,667.27,659.8,652.19,645.47,636.9,628.46,617.57,598.31,577.21,557.8,554.31,554.61,562.85,590.87,631.91,675.21,720.5,774.14,829.84,886.41,931.34,973.02,1006.97,1020.68,1023,920.7,920.7,920.7,920.7,878.97,776.67,674.37,608.2,582.53,480.23,480.23,377.93,275.63,173.33,120.61,159.89,244.69,310.85,336.52,438.82,541.12,643.42,745.72,848.02,942.48,1005.49,1023,1023,1010.96,1010.96,1010.96,1010.96,1010.96,1010.96,998.75,30.47,30.75,31.12,30.05,28.35,26.15,23.3,20.48,17.51,14.81,11.86,8.39,5.17,2.7,1.42,0.5,0.4,1.15,1.45,1.05,1.05,1.05,1.05,1.05,58.17,160.47,262.77,364.32,466.32,568.62,670.92,773.22,875.52,977.82,1023,1023,1023,974.65,902.44,826.07,739.85,641.95,543.12,457,394.21,353.38,327.43,352.41,398.59,458.13,540.17,632.31,710.76,758.18,766.75,732.08,675.86,612.15,545.12,464.2,369.66,275.91,193.99,130.37,0
23,499.12,497.52,495.64,491.85,480.43,465.65,455.51,448.94,449.86,455.88,462.73,464.53,470.94,474.94,495.1,524.74,561.38,607.61,658.76,704.72,750.05,802,850.15,902.87,946.8,984.34,1010.24,1023,1023,1023,1023,971.83,869.53,767.23,664.93,562.63,460.33,358.03,255.73,153.43,51.13,0,0,0,0,0,0,0,17.56,59.37,113.99,175.88,268.52,367.27,469.4,571.7,674,756.81,820.08,862.39,896.5,920.7,912.29,896.35,694.92,690.92,684.88,672.54,659.13,651.81,648.29,645.52,643.45,639.52,627.91,615.52,617.42,622.62,650.66,690.37,726.19,758.11,792.95,829.99,875.59,924.89,961.73,1001.25,1019.35,1019.35,1019.65,1023,1023,1023,1023,1023,1023,1023,1023,948.62,846.32,763.7,712.73,610.43,508.13,405.83,303.53,201.23,98.93,107.74,188.02,266.54,317.51,419.81,522.11,624.41,726.71,829.01,931.31,996.87,1018.9,1023,1023,1023,1021.8,1017.45,1015.88,1011.39,37.56,35.87,33.32,29.85,26.02,22.3,20.85,20.8,20.66,17.56,14.04,12.11,10.66,10.44,12.19,15.26,13.96,9.94,6.59,5.92,5.92,5.92,8.12,21.93,38.11,83.79,185.24,287.54,389.59,491.89,594.19,696.49,796.6,885.09,969.45,1023,1023,1023,994.13,943.63,879.27,807.06,723.84,637.8,557.85,492.74,443.84,408.7,400.63,414.02,448.76,500.11,560.05,607.61,628.89,624.91,598.24,546.57,486.45,421.26,348.58,267.14,188.12,124.3,0
24,501.46,498.84,494.55,487.25,478.34,469.52,464.8,466.85,476.51,487.08,491.67,506.83,537.38,587.11,648.15,709.11,766.06,816.38,859.09,900.65,948.98,988.09,1013.61,1023,1023,1023,978.72,893.13,790.83,688.53,586.23,483.93,381.63,279.33,177.03,74.73,16.71,0,0,0,0,0,7.25,28.23,71.48,131.1,188.64,268.87,371.17,470.57,572.87,675.17,770.15,851.47,909.14,947.75,975.6,978.15,957.99,943.98,933.54,924.53,909.61,894.9,667.7,660.65,651.06,641.8,629.21,618.69,611.25,601.51,592.87,577.81,563.55,567.87,587.57,629.48,676.64,722.07,760.48,805.74,850.29,901.34,953.02,991.4,1016.61,1018.93,1018.93,1018.93,1023,1023,1023,1023,920.7,818.4,749.89,717.87,641.52,539.22,436.92,334.62,234.02,149.43,169.21,222.86,254.28,245.88,303.6,405.9,508.2,610.5,711.1,795.7,878.22,926.87,963.96,1004.37,1023,1023,1023,1023,1023,1019.43,1004.52,982.11,966.58,964.53,26.97,25.35,22.33,19.53,16.76,13.79,11.94,9.12,6.07,3.45,1.92,0.85,0.85,0.85,0.85,0.85,0,0,2.32,26.57,121.26,223.56,325.86,428.16,530.46,632.76,735.06,837.36,937.33,1015.38,1023,1023,1023,979.57,917.78,848.6,766.63,675.96,585.43,499.66,425.61,364.72,313.07,309.22,331.33,367.44,422.69,489.07,548.09,595.32,621.69,618.72,593.47,553.06,496.99,435,367.62,297.83,234.6,178.85,133.17,98.98,75.6,61.79,0
25,503.46,499.67,492.9,482.63,472.67,463.73,460.13,459.53,460.35,462.2,465.07,471.47,485.13,503.79,529.94,568.82,617.33,669.2,720.15,770.58,821.15,870.33,915.48,959.14,994.68,1016.36,1023,1023,1023,1023,920.7,818.4,716.1,613.8,511.5,409.2,306.9,204.6,102.3,0,0,0,0,0,0,0,0,17.76,53.88,90.79,134.45,200.21,282.35,374.16,470.82,562.93,650.79,723.15,789.33,854.72,913.36,943.96,958.34,966.61,663.55,656.28,647.32,639.25,634.63,627.06,619.37,608.08,598.09,592.94,595.77,610.35,628.04,663.83,703.66,743.75,781.36,819.35,852.59,888.11,923.52,951.39,978.04,985.49,986.28,989.38,994.65,1003.37,1016.28,1023,1023,1023,943.88,841.58,739.28,739.28,739.28,636.98,534.68,432.38,330.08,242.29,237.84,265.07,312.57,294.14,294.14,396.44,498.74,601.04,703.34,791.13,874.69,949.77,1004.57,1023,1023,1023,1023,1023,1023,1023,1023,1023,26.1,24.03,21.38,18.48,15.68,13.26,10.64,8.07,6.87,5.59,6.14,10.56,14.94,18.61,20.83,21.8,21.8,21.8,20.73,19.13,17.26,11.89,7.52,3.85,69.91,170.58,272.88,375.18,477.48,579.78,682.08,784.38,886.68,988.98,1023,1023,1023,986.61,923.55,834.91,732.61,632.41,547.66,476.93,417.32,367.62,327.11,328.2,363.02,436.95,533.05,628.66,704.04,755.99,788.18,799.04,796.9,788.33,765.88,721.94,656.46,584.95,515.85,453.48,0
26,498.37,490.2,475.51,457.38,445.54,441.17,438.4,437.88,439.13,441.32,446.47,458.28,483.83,523.94,577.04,632.66,687.33,740.26,792.63,845.28,896.25,944.08,984.22,1013.14,1023,1023,1023,920.7,818.4,716.1,613.8,511.5,409.2,306.9,204.6,102.3,0,0,0,0,0,0,0,0,30.25,86.99,167.19,269.49,371.79,474.09,576.39,678.69,771.58,872.65,943.93,982.22,1001.55,993.71,982.54,968.48,954.37,939.79,935.37,924.8,677.19,670.97,663.53,660.65,658.61,653.88,638.37,610.9,599.19,598.24,608.35,627.09,644.54,654.66,669.82,689.05,732.98,794.2,842.88,880.36,910.23,931.21,954.69,980.92,995.1,1013.31,1017.33,1017.33,1017.33,915.03,812.73,786.98,786.98,750.29,653.66,551.36,449.06,346.76,244.46,251.9,288.29,281.22,272.28,308.97,411.27,513.57,615.87,718.17,820.47,915.33,981.24,1014.06,1023,1023,1023,1023,1023,1023,1020.9,1018.88,1018.88,1018.88,1018.88,1012.86,29.77,26.32,22.85,19.61,16.51,12.86,9.29,6.07,3.75,1.97,1.62,1.42,1.32,0.8,0,0,0,0,0,0,48.5,150.8,253.1,355.4,457.7,560,662.3,764.6,866.9,969.2,1023,1023,1023,994,933.36,849.54,748.62,646.32,551.14,476.46,419.89,378.51,355.38,381.18,441.82,525.64,626.56,728.86,821.8,868.23,875.27,861.11,823.82,754.64,678.09,596.87,508.05,413.75,317.09,243.04,190.26,143.51,101.63,71.75,0
27,479.29,463.58,446.62,431.88,426.99,431.08,434.55,439.08,442.45,452.31,468.17,499.79,541.5,585.31,631.36,677.67,726.82,775.05,826.47,875.07,921.23,957.49,985.04,1008.67,1020.41,1023,1023,1023,983.62,881.32,779.02,676.72,574.42,472.12,369.82,267.52,165.22,62.92,0,0,0,0,0,0,0,4.67,32.65,81.8,140.82,216.54,310.3,408.78,511.08,613.38,702.24,773.67,817.11,848.18,861.79,863.04,848.08,830.14,808.39,781.59,639.12,627.01,617.6,614.9,611.63,612.6,608.18,594.49,584.93,602.98,627.76,652.46,678.44,701.94,722.42,741.07,767.65,811.56,862.93,889.5,909.71,933.01,951.84,966.38,984.61,1001,1015.58,1023,1023,1023,1023,954.07,851.77,769.02,769.02,757.98,655.68,553.38,451.08,348.78,246.48,213.12,228.6,279.63,271.86,279,381.3,483.6,585.9,688.2,790.5,892.8,979.62,1011.34,1019.1,1023,1023,1023,1013.98,1010.34,1010.34,1010.34,1010.34,1010.34,19.03,16.53,13.71,11.74,11.76,10.36,9.39,6.87,8.29,12.36,17.08,23.95,31.87,40.59,46.58,52.15,58.42,69.26,79.22,96.38,118.71,138.71,162.39,255.1,348.71,444.49,538.9,630.26,720.55,801.62,876.87,952.29,1023,1023,1023,1004.59,966.11,903.72,822.32,730.86,644.07,576.09,526.61,489.27,459.68,454.83,480.63,535.08,611.7,690.3,752.89,776.02,763.9,731.38,689.35,633.31,552.36,459.03,361.5,272.06,193.96,136.52,95.81,63.36,0
28,511.55,511.73,510.56,509.56,507.61,504.84,498.14,488.88,476.46,466.8,461.2,458.71,457.43,461.05,466.75,479.66,504.01,538.85,584.53,642.4,698.12,751.67,805.19,853.62,900.82,942.48,976.57,1002.62,983.72,986.29,951.7,951.7,951.7,849.4,747.1,644.8,542.5,440.2,374.61,272.31,204.6,102.3,0,0,0,0,0,0.23,25.68,81.3,162.27,251.43,343.24,443.42,545.72,644.4,742.3,835.64,900.17,946.85,968.18,973.53,971.1,963.06,668.7,668.2,667.6,666.07,662.78,653.88,644.32,634.55,628.83,626.01,618.64,605.93,587.95,565.5,560.13,562.52,575.16,606.81,646.22,677.19,708.51,746.94,796.85,856.56,901.14,943.2,975.22,988.61,990.08,997.35,976.69,976.62,980.64,980.64,961.23,858.93,756.63,654.33,596.84,494.54,423.83,332.3,230,129.6,85.97,153.77,240.24,335.82,393.31,495.61,597.91,700.21,802.51,902.92,965.95,1000.45,1016.28,1023,1023,1023,1023,1023,1023,1014.33,28.6,28.22,27.52,26.82,25.7,23.3,20.95,17.91,15.11,13.34,9.67,7.32,5.09,3.02,1.45,1.05,1.05,1.05,2.15,1.65,1.65,1.65,1.65,1.65,1.65,46.68,148.98,251.28,352.48,454.23,556.53,658.83,761.13,863.43,965.73,1023,1023,1023,997.55,941.08,865.38,771.6,669.3,567.99,480.03,411.27,357.8,320.51,329.48,374.08,442.82,532.73,621.39,700.59,750.42,760.88,740.65,698.69,631.83,554.08,466.99,369.89,281.23,201.03,0
29,511.2,512.1,512.6,512,508.93,501.64,494.8,486.9,480.63,484.56,486,487.08,488.6,505.64,537.63,591.23,648.82,707.41,765.13,812.83,862.91,912.56,961.89,996.51,1018.56,1023,1023,994.46,892.16,789.86,687.56,585.26,482.96,380.66,278.36,176.06,73.76,0,0,0,0,0,0,0,23.43,78.7,144.39,218.62,297.59,389.8,492.1,594.4,695.7,773.9,816.76,835.06,857.94,873.13,879.64,871.13,852.62,838.13,825.47,829.14,688.4,686.35,682.28,671.87,659.1,648.74,633.63,619.12,605.91,595.82,578.86,552.33,534.98,542.14,564.55,604.23,652.84,701.26,748.82,793.22,844.95,906.59,960.71,996.67,1019.5,1023,1023,1023,1023,1023,937.96,835.66,733.36,695.17,655.61,553.31,451.01,348.71,246.41,144.11,136.97,205.25,307.55,345.74,385.27,487.57,589.87,692.17,794.47,896.77,988.96,1022.97,1022.97,1022.97,1023,1023,1020.03,1015.58,1015.58,1015.58,1015.58,1015.58,1001.97,987.96,34.74,34.79,33.29,29.87,26.22,22.65,19.26,15.91,12.64,9.59,6.02,2.57,0.15,3,9.94,25.23,44.71,62.19,77.62,97.53,122.36,181.37,283.67,382.98,478.33,565.35,648.17,732.98,819.85,902.24,979.72,1023,1023,1023,1017.66,984.01,921.85,837.06,745.27,659.53,590.87,546.94,520.29,502.08,493.19,510.83,551.41,619.64,691.37,741.55,751.79,720.6,661.05,584.73,496.66,410.37,329.65,243.91,161.67,94.93,51.05,23.88,7.77,0,0
30,504.19,505.11,504.71,503.66,500.81,488.1,478.36,477.24,492.85,501.34,519.15,558.63,608.06,661.03,715.8,780.69,843.11,896.43,932.77,975.4,1008.92,1020.41,1023,1023,980.2,877.9,775.6,673.3,571,468.7,366.4,264.1,161.8,59.5,0,0,0,0,0,0,0,28.28,82.77,145.91,222.14,306.63,405.31,507.61,608.98,701.94,788.41,841.31,875.12,901.37,913.46,917.36,910.36,902.67,895.2,891.86,892.36,898.15,892.23,883.59,692.3,691.02,685.1,672.04,652.04,636.73,625.74,611.35,592.25,562.97,533.53,521.94,537.45,583.4,636,684.08,728.04,774.84,827.12,890,953.12,999.32,1023,1023,1023,1023,1023,920.7,818.4,746.05,746.02,643.72,541.42,439.12,336.82,234.52,132.22,145.66,193.66,240.64,227.83,330.13,432.43,534.73,637.03,739.33,841.63,930.49,984.79,1010.16,1023,1023,1023,1023,1023,1023,1022.08,1016.81,1016.03,1016.03,1015.83,1003.94,980.59,951.64,37.09,37.26,35.02,31.69,27.95,24.13,20.5,16.88,13.34,9.79,5.39,1.52,0,0,0,0,10.46,53.17,137.87,240.17,342.47,444.77,547.07,649.37,751.67,853.97,945.8,1005.39,1023,1023,1004.72,960.86,906.49,840.7,759.41,671.89,588.87,515.77,455.16,405.75,387.12,404.01,440.49,493.54,562.13,628.51,677.04,703.96,701.11,680.28,639.6,585.2,521.79,451.73,375.48,301.36,236.72,183.75,150.68,125.2,108.02,93.41,75.98,58.69,0
31,505.76,503.49,500.52,494.85,487.85,479.71,474.79,473.79,480.73,491.4,506.58,521.2,539.98,567.87,608.26,656.91,713.81,766.71,811.49,852.7,890.06,929.05,964.41,993.71,974.83,985.97,985.97,985.97,985.97,883.67,781.37,679.07,576.77,474.47,409.21,306.9,204.61,102.31,0.01,0.01,0.01,0.01,0.01,0.01,13.14,53.23,104.2,164.09,263.12,365.42,467.72,570.02,672.32,774.62,851.42,904.67,953.1,995.51,998.78,994.03,989.89,984.19,979.82,970.13,695.44,691.77,685.25,677.91,668.7,658.53,655.08,649.64,642.07,629.33,614.67,611.93,621.82,634.15,656.98,694,724.34,750.99,780.71,822.72,871.05,909.31,937.83,965.03,983.86,989.66,966.95,978.99,990.31,993.8,975.35,873.05,770.75,719.6,711.5,609.2,536.1,433.8,331.5,229.2,145.36,167.06,240.89,292.04,300.13,402.43,504.73,607.03,709.33,811.63,913.93,994.53,1023,1023,1023,1023,1023,1023,1023,1018.23,1016.16,998.55,975.72,957.66,38.06,36.64,34.04,31.12,26.92,23.1,20.48,18.33,15.09,11.54,8.74,6.64,5.09,4,4,3.95,3.12,1.4,0.55,0.4,0.4,40.66,142.96,245.26,347.56,449.86,552.16,654.46,756.76,859.06,961.36,1023,1023,1023,1023,1003.89,956.96,875.82,773.52,671.22,575.59,510.85,480.93,480.93,480.93,500.04,546.97,628.11,730.41,821.37,879.47,880.04,828.44,742.72,652.64,564.7,478.11,389.09,300.21,218.89,164.54,138.76,129.32,119.28,0
32,491.72,491.8,491.3,491.17,491.37,491.67,490.95,488.83,484.26,473.49,460.43,448.44,441.7,444.25,451.36,469.52,491.27,512.65,540.43,585.23,639.48,704.34,764.46,815.11,860.56,895,926.65,960.52,990.81,1010.52,1019.18,1019.61,1019.61,1019.61,1015.39,918.01,815.71,713.41,611.11,508.81,409.9,307.6,205.3,103,4.92,0,0,0,0,0,54.53,137.6,209.1,292.57,393.35,495.65,597.95,700.25,801.17,886.09,910.79,903.95,914.84,908.47,681.33,680.93,679.83,679.54,678.66,676.29,672.39,661.85,645.07,631.26,620.27,613.28,608.35,602.51,597.49,583.73,571.52,596.77,619.17,644.19,681.38,717.2,747.84,787.8,827.87,878.37,928.94,948.55,977.22,1000,1007.89,1013.81,1023,1023,1023,1023,1023,1023,920.7,818.4,720.5,618.2,515.9,413.6,311.3,209,106.7,4.4,63.84,166.14,264.04,366.34,468.64,570.94,673.24,775.54,877.84,980.14,1023,1023,1023,1013.88,995.45,977.62,32.07,32.09,30.79,30.67,30.2,29.67,28.2,25.08,21.78,18.58,15.56,13.44,13.21,13.96,13.09,11.31,9.77,10.41,10.41,10.41,10.41,9.32,7.39,3.67,1.82,2.15,12.31,60.82,163.12,265.42,367.72,470.02,572.32,674.62,776.92,878.14,969.85,1023,1023,1023,1023,976.94,896.45,797.32,695.02,592.72,497.41,430.83,408.55,408.55,408.55,454.61,535.1,634.23,736.53,827.69,883.26,889.91,832.39,736.7,634.4,532.1,429.8,327.5,0
33,500.34,501.09,501.59,501.59,501.81,502.96,503.61,502.91,496.97,486.65,475.61,467.3,462.95,467,475.34,484.48,496.17,507.01,529.71,564.58,610.13,669.38,725.42,773.4,816.48,858.19,898.38,941.01,976.8,951.92,926.42,927.15,927.15,927.15,927.15,824.85,722.55,620.25,517.95,468.42,409.2,306.9,204.6,102.3,0,0,0,0,0,0,0,8.97,21.11,45.96,105.63,192.32,277.63,374.74,477.04,574.72,662.21,746.97,826.67,890.76,687.6,686.98,686.43,686.13,686.38,684.66,681.58,673.37,663.03,653.19,641.42,633.03,627.06,625.49,622.82,615.42,603.63,613.77,626.46,646.99,682.83,715.23,750.82,785.88,821.57,863.16,911.23,942.95,974.95,998.57,1008.81,1018.83,920.7,920.7,920.7,920.7,912.91,810.61,708.31,700.76,699.79,597.49,597.49,495.19,392.89,290.59,196.08,196.08,246.33,248.53,249.51,351.81,454.11,556.41,658.71,761.01,863.31,965.61,1017.65,1023,1023,1023,1023,1023,34.52,34.62,34.22,33.92,33.97,33.69,33.44,31.22,27.5,24.1,20.43,17.51,17.13,17.63,16.83,13.94,10.99,10.31,10.31,10.31,10.31,9.74,6.92,3.37,0.5,0,0,25.18,127.48,229.78,332.08,434.38,536.08,638.38,740.68,842.98,945.28,1022.4,1022.4,1022.4,1002.55,961.51,912.56,845.72,764.78,677.49,599.54,542.59,503.48,474.06,457.78,457.8,464.77,493.02,533.88,569.89,579.96,556.81,509.53,449.31,390.57,329.28,269.56,205.85,0
